worker_id,city_risk_index,rainfall_last_3day_avg,flood_zone_flag,traffic_peak_index,pollution_spike_flag,parcel_demand_index,historical_income_variance,active_hours_ratio,gps_jump_distance,claim_frequency_7day,nearby_claim_cluster_score,income_loss_hours
WRK-01353,0.6044,79.08,0,0.7826,1,0.5996,0.2201,0.7632,3.24,1.0,0.3656,0.0
WRK-01354,0.3389,14.92,0,0.5654,0,0.4644,0.7417,0.8316,4.97,2.0,0.0191,2.0
WRK-01355,0.452,23.24,0,0.7591,1,0.5385,0.5117,0.6132,3.54,1.0,0.3322,2.06
WRK-01356,0.6937,62.06,0,0.9417,0,0.5087,0.3792,0.6983,0.8,0.0,0.0873,6.79
WRK-01357,0.5141,53.96,0,1.0,0,0.2311,1.0,0.4857,0.58,1.0,0.298,8.06
WRK-01358,0.5822,28.27,0,0.8879,0,0.7192,0.2898,0.5981,0.19,0.0,0.224,6.69
WRK-01359,0.721,132.2,0,1.0,1,0.232,1.0,0.7114,3.43,5.0,0.179,15.4
WRK-01360,0.3567,101.34,0,1.0,1,0.8101,0.412,0.4258,0.91,3.0,0.0839,10.05
WRK-01361,0.6704,136.65,1,1.0,0,0.2668,0.9968,0.8222,1.39,4.0,0.5259,23.93
WRK-01362,0.6874,128.19,1,1.0,1,0.305,0.934,0.7674,3.95,3.0,0.4421,24.89
WRK-01363,0.4477,101.03,0,1.0,1,0.8188,0.4639,0.6413,2.53,1.0,0.1861,11.98
WRK-01364,0.556,42.53,0,0.7136,0,0.7598,0.2971,0.1485,58.79,8.8,0.69,22.57
WRK-01365,0.764,92.44,0,0.8953,0,0.3703,0.7271,0.8776,1.49,0.0,0.0782,9.7
WRK-01366,0.785,90.88,0,1.0,0,0.3865,1.0,0.1656,23.72,9.9,0.626,23.64
WRK-01367,0.401,144.66,0,1.0,0,0.1999,1.0,0.7024,1.16,2.0,0.3561,11.13
WRK-01368,0.7343,69.09,1,0.8397,0,0.5895,0.3895,0.6969,1.36,4.0,0.1446,11.22
WRK-01369,0.4312,20.96,0,0.6247,0,0.7704,0.3745,0.7565,0.46,2.0,0.2222,4.15
WRK-01370,0.3355,23.15,1,0.6287,0,0.7161,0.5709,0.6316,7.11,2.0,0.387,10.68
WRK-01371,0.4479,26.72,0,0.6292,0,0.5096,0.5303,0.8726,0.19,1.0,0.1986,3.14
WRK-01372,0.4672,76.93,0,1.0,0,0.2437,1.0,0.9371,1.52,1.0,0.1101,6.55
WRK-01373,0.5672,103.99,1,1.0,0,0.1819,1.0,0.6427,1.09,1.0,0.587,17.24
WRK-01374,0.7164,80.23,0,0.8547,1,0.8215,0.4667,0.8934,4.91,0.0,0.1425,8.28
WRK-01375,0.3974,26.01,0,0.6618,0,0.9802,1.0,0.8122,0.92,1.0,0.0747,3.66
WRK-01376,0.3618,15.84,0,0.4506,0,0.5778,0.2069,0.8044,2.03,1.0,0.1352,2.11
WRK-01377,0.377,40.29,0,0.614,0,0.5759,0.6534,0.7598,5.81,1.0,0.0682,0.9
WRK-01378,0.3925,48.7,0,0.8338,0,0.9355,0.859,0.704,1.34,0.0,0.3105,2.57
WRK-01379,0.6988,96.91,0,0.9784,0,0.4167,0.6286,0.7285,0.47,2.0,0.34,11.75
WRK-01380,0.6465,90.13,1,0.9359,0,0.5526,0.3202,0.5127,0.3,0.0,0.0808,13.45
WRK-01381,0.3933,44.1,0,0.8154,0,0.964,0.8252,0.4709,2.1,1.0,0.334,7.97
WRK-01382,0.5086,101.39,1,1.0,0,0.3649,0.8985,0.8095,1.95,2.0,0.4329,20.11
WRK-01383,0.3876,72.12,0,1.0,0,0.6553,0.2089,0.2704,7.63,1.0,0.3862,5.82
WRK-01384,0.3085,5.01,0,0.4374,0,0.5225,0.4637,0.7377,0.51,1.0,0.1019,0.63
WRK-01385,0.5032,148.17,1,0.9317,0,0.095,1.0,0.8016,1.96,1.0,0.5927,19.06
WRK-01386,0.5952,33.43,1,0.907,0,0.5869,0.2204,0.8291,6.9,6.0,0.0228,16.35
WRK-01387,0.553,63.43,0,0.9916,1,0.2399,1.0,0.6882,0.82,2.0,0.3755,3.52
WRK-01388,0.4906,52.89,0,1.0,0,0.2959,0.8915,0.7434,0.79,2.0,0.222,8.72
WRK-01389,0.4097,20.67,0,0.4252,0,0.9102,0.7184,0.6826,0.96,0.0,0.3651,2.84
WRK-01390,0.4282,15.28,0,0.5587,0,0.3489,0.8455,0.889,0.99,1.0,0.2211,2.29
WRK-01391,0.3837,53.7,1,0.9722,1,0.4747,0.6968,0.5315,1.45,4.0,0.3622,16.6
WRK-01392,0.6448,91.22,1,0.9866,1,0.3976,0.6858,0.7731,5.37,1.0,0.2662,19.53
WRK-01393,0.5136,9.5,0,0.684,0,0.3276,0.9819,0.7413,1.2,2.0,0.2818,3.67
WRK-01394,0.5371,55.51,0,0.7797,0,0.3658,0.7725,0.8639,0.25,0.0,0.2544,2.85
WRK-01395,0.629,20.36,0,0.8572,1,0.3775,0.8752,0.2262,35.9,3.4,0.7052,17.16
WRK-01396,0.677,92.57,0,0.9741,0,0.2521,1.0,0.647,3.65,2.0,0.1874,12.71
WRK-01397,0.5696,77.22,0,0.9648,0,0.2502,1.0,0.9219,1.66,0.0,0.3731,7.08
WRK-01398,0.4575,63.32,0,0.6821,0,0.9673,0.8796,0.796,0.67,1.0,0.0082,2.22
WRK-01399,0.7074,77.28,0,1.0,0,0.7192,0.2193,0.8177,1.07,1.0,0.0103,5.29
WRK-01400,0.5248,88.33,0,1.0,0,0.2663,1.0,0.2622,83.37,7.0,0.8331,19.64
WRK-01401,0.3994,64.99,0,0.7292,0,0.7482,0.3458,0.3113,0.71,1.0,0.259,2.04
WRK-01402,0.5362,40.57,0,0.9369,1,0.4852,0.4674,0.6905,3.73,2.0,0.0725,8.28
WRK-01403,0.4931,66.79,0,0.8718,1,0.4287,0.8463,0.7664,0.59,0.0,0.1505,6.51
WRK-01404,0.4997,99.28,0,1.0,0,0.7833,0.4585,0.28,23.96,8.0,0.9413,23.03
WRK-01405,0.5895,26.77,0,0.8794,1,0.2476,1.0,0.7491,1.73,1.0,0.148,8.65
WRK-01406,0.5037,38.62,1,0.9638,0,0.5711,0.3742,0.472,0.5,4.0,0.0662,13.44
WRK-01407,0.3725,54.3,0,1.0,0,0.407,0.9575,0.7901,1.8,0.0,0.1064,4.82
WRK-01408,0.58,48.83,0,0.6927,0,0.7063,0.2189,0.5334,5.52,0.0,0.1972,1.46
WRK-01409,0.9191,95.25,1,1.0,0,0.5626,0.2301,0.8115,1.4,2.0,0.0284,21.64
WRK-01410,0.5158,59.06,0,1.0,0,0.5821,0.347,0.6366,0.8,1.0,0.1493,4.71
WRK-01411,0.6141,223.96,1,1.0,0,0.5775,0.2762,0.6523,5.18,4.0,0.4812,19.1
WRK-01412,0.5881,112.07,0,1.0,0,0.1597,1.0,0.6878,0.22,1.0,0.1007,9.12
WRK-01413,0.5207,60.02,0,1.0,0,0.4609,0.6119,0.6496,2.73,2.0,0.0546,8.28
WRK-01414,0.5573,51.87,0,0.7608,1,0.4855,0.5049,0.815,0.54,0.0,0.3573,1.34
WRK-01415,0.553,101.17,1,0.9178,0,0.2643,1.0,0.6969,2.72,4.0,0.3539,24.79
WRK-01416,0.4401,60.3,0,0.6684,1,0.5374,0.4146,0.7752,0.41,0.0,0.0717,2.34
WRK-01417,0.4157,54.46,0,0.6893,0,0.7322,0.4908,0.9082,1.02,2.0,0.039,3.38
WRK-01418,0.7492,109.84,0,1.0,0,0.4437,0.5333,0.8206,3.63,2.0,0.0201,10.58
WRK-01419,0.4225,39.55,1,0.6785,0,0.1946,1.0,0.4599,4.74,0.0,0.2596,11.1
WRK-01420,0.5549,75.78,1,0.9231,0,0.5034,0.4038,0.0841,44.5,9.8,0.6591,27.18
WRK-01421,0.4297,14.39,0,0.4796,1,0.5151,0.3892,0.5671,0.32,0.0,0.1338,2.83
WRK-01422,0.47,18.48,0,0.5042,0,0.7353,0.2558,0.609,0.69,3.0,0.3237,0.0
WRK-01423,0.6434,110.02,0,1.0,0,0.6642,0.2212,0.705,0.87,5.0,0.384,8.65
WRK-01424,0.4324,61.97,0,0.7973,0,0.5113,0.4659,0.907,2.18,2.0,0.3532,0.0
WRK-01425,0.442,70.95,1,1.0,0,0.3911,0.7275,0.8623,0.47,4.0,0.1731,18.79
WRK-01426,0.3823,72.26,0,0.7503,0,0.9602,0.7932,0.7855,3.41,1.0,0.1751,1.93
WRK-01427,0.4821,61.99,0,0.8119,0,0.6962,0.2398,0.6202,2.73,2.0,0.317,3.25
WRK-01428,0.411,26.21,0,0.6487,0,0.9984,0.9427,0.5124,1.57,2.0,0.1236,5.13
WRK-01429,0.5192,59.01,1,1.0,0,0.05,1.0,0.8402,0.39,3.0,0.372,15.4
WRK-01430,0.5702,28.0,0,0.6698,1,0.5018,0.5294,0.8682,0.52,0.0,0.0868,2.48
WRK-01431,0.5956,88.17,1,0.827,0,0.555,0.4984,0.6599,2.37,2.0,0.2265,19.21
WRK-01432,0.5058,31.67,0,0.8438,1,0.6406,0.0357,0.805,8.05,1.0,0.2015,2.61
WRK-01433,0.5626,49.82,0,1.0,1,0.3126,0.8948,0.6058,0.49,0.0,0.2066,2.99
WRK-01434,0.6049,107.97,0,0.9512,1,0.4253,0.9699,0.4775,3.0,2.0,0.2439,11.09
WRK-01435,0.5427,64.9,0,1.0,0,0.6359,0.3566,0.5778,0.88,1.0,0.1896,2.75
WRK-01436,0.705,65.46,1,1.0,0,0.5449,0.3041,0.5433,2.16,1.0,0.3039,13.18
WRK-01437,0.6006,61.65,1,0.8106,1,0.5262,0.6846,0.74,1.9,2.0,0.3605,14.73
WRK-01438,0.4053,56.59,1,0.7096,0,0.7233,0.2322,0.084,13.51,9.5,0.9742,23.95
WRK-01439,0.4936,102.12,1,1.0,0,0.3552,0.798,0.288,64.94,8.1,1.0,35.57
WRK-01440,0.4548,19.59,0,0.6086,1,0.8712,1.0,0.0601,104.55,5.1,0.825,12.01
WRK-01441,0.4815,40.95,0,0.6636,1,0.3538,0.8309,0.7107,11.33,0.0,0.0535,5.95
WRK-01442,0.6869,100.15,0,0.8761,0,0.8365,0.4732,0.9259,5.66,2.0,0.0388,8.68
WRK-01443,0.4056,42.23,0,0.5504,0,0.9569,0.8072,0.6858,0.34,0.0,0.0555,2.9
WRK-01444,0.6649,61.12,0,0.85,0,0.792,0.3719,0.6059,0.42,2.0,0.2806,8.72
WRK-01445,0.4927,93.46,0,0.904,1,0.659,0.0522,0.7622,1.26,4.0,0.0213,8.8
WRK-01446,0.7431,109.28,1,1.0,1,0.5035,0.3666,0.6762,0.23,5.0,0.4748,21.08
WRK-01447,0.3534,38.43,0,0.66,0,0.3239,0.8841,0.3074,120.87,6.8,0.7672,15.32
WRK-01448,0.5152,23.94,0,0.566,0,0.9664,0.9421,0.4743,0.45,0.0,0.0216,4.5
WRK-01449,0.5074,45.06,0,0.6121,0,0.3224,0.9635,0.7494,2.51,1.0,0.0067,2.61
WRK-01450,0.7706,97.2,0,1.0,0,0.7715,0.545,0.6488,0.86,2.0,0.0788,10.33
WRK-01451,0.5103,75.56,0,1.0,0,0.5728,1.0,0.7986,1.0,0.0,0.3881,4.14
WRK-01452,0.713,88.03,0,1.0,1,0.3798,0.8118,0.885,0.39,1.0,0.0248,13.26
WRK-01453,0.6191,91.54,0,1.0,0,0.3661,0.9859,0.303,42.52,3.8,0.9264,33.49
WRK-01454,0.5327,38.12,0,0.9296,0,0.258,1.0,0.3428,27.69,8.0,0.9344,17.61
WRK-01455,0.6581,92.16,0,0.9862,0,0.6449,0.1944,0.4757,0.56,2.0,0.2226,6.38
WRK-01456,0.7384,124.16,1,1.0,0,0.5386,0.3403,0.3685,0.94,6.0,0.2917,15.97
WRK-01457,0.4176,10.28,0,0.3746,0,0.5695,0.408,0.7288,7.2,0.0,0.0147,3.45
WRK-01458,0.7537,127.85,1,0.9608,0,0.3582,0.9329,0.8042,4.58,2.0,0.4458,21.2
WRK-01459,0.4246,117.78,1,1.0,1,0.1399,1.0,0.7072,1.11,2.0,0.288,22.02
WRK-01460,0.5954,103.92,1,1.0,1,0.2216,1.0,0.9374,1.22,6.0,0.2624,13.55
WRK-01461,0.5661,53.05,0,0.7152,0,0.7752,0.3541,0.6404,3.58,0.0,0.0029,1.84
WRK-01462,0.5417,67.52,0,1.0,1,0.6064,0.1451,0.6945,1.66,1.0,0.0855,4.36
WRK-01463,0.6887,138.0,0,1.0,0,0.212,1.0,0.1664,47.37,4.5,0.6622,27.84
WRK-01464,0.7114,109.66,1,1.0,1,0.4413,0.582,0.655,1.54,2.0,0.2148,17.92
WRK-01465,0.4418,57.76,0,0.6988,0,1.0,1.0,0.7134,1.33,1.0,0.3371,1.57
WRK-01466,0.7225,69.06,0,1.0,0,0.7922,0.6212,0.7569,2.67,1.0,0.1006,7.84
WRK-01467,0.4378,58.37,0,0.6487,0,0.2867,0.9836,0.3542,2.64,1.0,0.1716,4.08
WRK-01468,0.8828,83.25,0,0.9567,0,0.6865,0.1875,0.8319,4.3,2.0,0.0809,9.74
WRK-01469,0.4652,77.3,0,0.9297,1,0.0913,1.0,0.641,1.71,1.0,0.3135,6.39
WRK-01470,0.773,97.3,1,1.0,0,0.1518,1.0,0.6611,0.14,3.0,0.1013,21.2
WRK-01471,0.2451,18.14,1,0.5403,0,0.321,1.0,0.6122,1.48,4.0,0.3029,16.54
WRK-01472,0.3612,38.75,0,0.7116,0,0.7068,0.1819,0.6633,0.73,0.0,0.1065,4.81
WRK-01473,0.7783,81.37,1,0.7714,0,0.6641,0.1715,0.4966,0.38,9.0,0.0947,17.98
WRK-01474,0.5822,51.78,0,0.7646,0,0.8394,0.5232,0.6494,5.59,0.0,0.0238,5.14
WRK-01475,0.05,19.19,0,0.5949,0,0.5146,0.616,0.757,0.04,1.0,0.0451,0.84
WRK-01476,0.5339,87.27,0,1.0,0,0.3238,0.9376,0.619,0.65,3.0,0.2098,10.67
WRK-01477,0.8335,70.62,0,0.7633,0,0.3755,0.7265,0.2156,49.78,3.4,0.7118,16.65
WRK-01478,0.5203,69.89,0,0.8609,0,0.8323,0.5507,0.4996,0.52,0.0,0.0012,6.32
WRK-01479,0.6716,27.86,0,0.8687,0,0.3536,0.7887,0.7092,2.75,0.0,0.239,6.68
WRK-01480,0.4582,79.16,1,0.8383,1,0.2127,1.0,0.5818,5.18,0.0,0.3294,12.89
WRK-01481,0.625,42.54,0,0.8505,0,0.874,0.5831,0.7205,2.97,0.0,0.2661,6.47
WRK-01482,0.7193,128.14,0,1.0,0,0.2645,1.0,0.6361,0.05,1.0,0.318,11.0
WRK-01483,0.292,56.52,0,1.0,0,0.3156,1.0,0.7176,2.38,2.0,0.2728,3.33
WRK-01484,0.7557,93.5,0,1.0,0,0.8758,0.589,0.7528,4.0,4.0,0.0166,11.51
WRK-01485,0.7721,78.98,0,0.8084,1,0.3946,0.7315,0.5878,3.74,1.0,0.3598,8.36
WRK-01486,0.4791,89.55,0,0.8662,0,0.1769,1.0,0.8155,0.55,1.0,0.3852,10.86
WRK-01487,0.5968,30.02,0,0.8082,1,0.5783,0.4295,0.7334,0.67,2.0,0.3137,3.35
WRK-01488,0.6871,111.97,1,1.0,1,0.098,1.0,0.8234,0.33,2.0,0.2205,24.45
WRK-01489,0.5711,142.37,1,1.0,0,0.4506,0.5091,0.513,0.85,5.0,0.3533,21.07
WRK-01490,0.7053,82.34,1,0.9449,1,0.5023,0.9205,0.5044,1.24,7.0,0.2389,23.01
WRK-01491,0.62,82.06,0,1.0,0,0.4442,0.8808,0.8716,0.54,2.0,0.3889,6.94
WRK-01492,0.7704,69.58,0,0.8597,0,0.1503,1.0,0.7381,1.12,0.0,0.0245,5.17
WRK-01493,0.561,147.17,1,1.0,0,0.1468,1.0,0.7809,3.92,6.0,0.2978,17.34
WRK-01494,0.3588,56.63,0,0.9453,0,0.7199,0.43,0.9247,0.99,1.0,0.0617,4.26
WRK-01495,0.6123,124.91,1,0.8688,0,0.1177,1.0,0.5143,5.18,7.0,0.2653,15.35
WRK-01496,0.5526,88.74,0,0.992,0,0.1853,1.0,0.7595,1.77,1.0,0.1765,10.55
WRK-01497,0.6535,83.66,1,1.0,0,0.0981,1.0,0.817,0.79,6.0,0.0733,19.74
WRK-01498,0.4815,73.99,0,0.7576,0,0.8526,0.7693,0.0532,32.03,5.6,0.8862,13.82
WRK-01499,0.5656,84.82,0,0.959,0,0.7296,0.2076,0.4867,1.37,1.0,0.1939,7.92
WRK-01500,0.5122,51.48,0,0.6725,0,0.4858,0.4249,0.2448,100.59,4.1,0.6812,20.51
WRK-01501,0.6981,126.75,0,1.0,0,0.2681,1.0,0.5367,0.34,1.0,0.3691,11.64
WRK-01502,0.4361,62.53,0,0.9952,0,0.7294,0.3439,0.6981,8.32,1.0,0.14,4.17
WRK-01503,0.5362,10.55,0,0.7594,1,0.4377,0.543,0.7025,0.04,0.0,0.3691,3.51
WRK-01504,0.324,52.1,0,1.0,0,0.3581,0.9684,0.5353,1.58,0.0,0.3533,5.25
WRK-01505,0.6234,105.75,1,0.9851,0,0.2379,1.0,0.732,0.35,6.0,0.4443,16.26
WRK-01506,0.5506,40.54,0,0.8444,0,0.4539,0.6751,0.3831,9.57,3.0,0.3904,5.91
WRK-01507,0.3935,14.46,1,0.6028,0,0.2066,1.0,0.7523,0.08,3.0,0.233,9.48
WRK-01508,0.7103,78.21,1,0.8896,0,0.4698,0.5526,0.8383,0.24,2.0,0.0985,12.28
WRK-01509,0.4695,46.04,0,0.6908,0,0.5025,0.4429,0.8523,1.88,2.0,0.0978,0.0
WRK-01510,0.3789,49.59,0,0.718,0,0.5879,0.2291,0.7869,0.23,0.0,0.3099,0.71
WRK-01511,0.5029,79.5,0,1.0,0,0.6468,0.4817,0.6329,4.89,2.0,0.0738,5.88
WRK-01512,0.6302,28.88,0,0.9211,0,0.6562,0.3104,0.4034,0.57,2.0,0.1914,6.56
WRK-01513,0.3924,42.16,0,0.5705,0,0.7008,0.2341,0.9157,1.09,2.0,0.3042,1.33
WRK-01514,0.5054,56.77,0,0.9184,0,0.4178,0.7626,0.5764,0.53,0.0,0.0612,7.5
WRK-01515,0.5351,12.95,0,0.8688,0,0.1751,1.0,0.8478,2.39,2.0,0.1866,6.37
WRK-01516,0.3283,27.95,0,0.5609,0,0.6886,0.1586,0.8388,8.29,1.0,0.3513,1.32
WRK-01517,0.7218,110.3,1,0.8049,0,0.5261,0.354,0.8847,6.03,3.0,0.3993,12.8
WRK-01518,0.6756,176.23,1,1.0,0,0.2254,1.0,0.5268,1.71,3.0,0.3825,22.22
WRK-01519,0.7109,92.95,0,0.8937,0,0.6152,0.1068,0.8235,0.28,4.0,0.3907,13.14
WRK-01520,0.6823,68.91,1,0.8317,0,0.6857,0.1286,0.7875,0.42,1.0,0.2249,16.59
WRK-01521,0.4257,42.13,0,0.7876,1,0.3259,0.9218,0.5845,3.47,2.0,0.1309,2.12
WRK-01522,0.3737,54.56,0,0.6394,0,0.9253,0.7578,0.5821,3.75,2.0,0.0185,0.65
WRK-01523,0.5094,37.98,0,0.9388,0,0.5595,0.4446,0.7726,0.82,0.0,0.0141,5.3
WRK-01524,0.4183,40.82,0,0.8953,0,0.2933,0.9225,0.5633,0.17,0.0,0.2822,6.09
WRK-01525,0.6806,92.75,0,0.8753,0,0.698,0.2525,0.6261,1.15,2.0,0.2778,8.84
WRK-01526,0.7385,121.05,0,1.0,0,0.6661,0.0451,0.9111,1.12,2.0,0.1841,5.77
WRK-01527,0.548,71.93,0,1.0,0,0.6731,0.1087,0.6332,0.63,0.0,0.2719,8.25
WRK-01528,0.5075,44.41,0,0.8864,1,0.4446,0.5217,0.4671,2.38,1.0,0.106,6.81
WRK-01529,0.8716,104.5,0,1.0,0,0.6289,0.2541,0.5545,0.02,0.0,0.334,9.3
WRK-01530,0.3496,38.24,0,0.5677,0,0.6385,0.5074,0.8289,1.68,0.0,0.1775,2.49
WRK-01531,0.65,119.3,0,1.0,1,0.4807,0.4688,0.6044,3.65,3.0,0.0946,7.4
WRK-01532,0.6405,90.72,0,1.0,1,0.2641,0.9846,0.6536,2.95,1.0,0.3923,9.06
WRK-01533,0.2413,23.57,0,0.7744,0,0.9252,0.7073,0.8276,1.8,0.0,0.0801,5.09
WRK-01534,0.6726,26.34,1,0.7235,0,0.1237,1.0,0.9164,0.57,2.0,0.0621,9.69
WRK-01535,0.5597,38.63,0,0.9317,0,0.6086,0.3762,0.7877,0.66,0.0,0.3214,5.71
WRK-01536,0.7681,105.69,0,1.0,0,0.4957,0.5195,0.8282,0.96,6.0,0.1257,10.32
WRK-01537,0.4783,40.95,0,0.9746,0,0.6966,0.3622,0.6738,0.41,1.0,0.2029,3.96
WRK-01538,0.8649,79.1,1,1.0,0,0.2983,0.9256,0.8111,3.58,0.0,0.3694,10.87
WRK-01539,0.3719,42.05,0,0.6034,0,0.5073,0.3712,0.829,0.31,0.0,0.3938,3.25
WRK-01540,0.6285,94.12,0,1.0,0,0.1668,1.0,0.8695,1.72,0.0,0.0594,8.15
WRK-01541,0.795,72.07,0,0.8265,0,0.594,0.3089,0.6035,1.87,2.0,0.0018,8.23
WRK-01542,0.6027,45.45,0,0.9084,0,0.5521,0.2886,0.7523,0.44,0.0,0.106,5.27
WRK-01543,0.8961,128.86,1,1.0,0,0.4084,0.8823,0.5325,0.25,2.0,0.6127,18.19
WRK-01544,0.6699,84.72,1,0.9262,0,0.459,0.4853,0.6542,8.45,5.0,0.3024,13.03
WRK-01545,0.5182,20.9,0,0.7781,0,0.5241,0.3268,0.9083,2.32,3.0,0.2168,2.81
WRK-01546,0.6011,77.04,0,0.9584,0,0.5926,0.1762,0.388,0.55,1.0,0.1814,2.74
WRK-01547,0.2522,48.41,0,0.6229,1,0.3915,0.7485,0.8657,0.92,2.0,0.369,1.23
WRK-01548,0.4277,54.21,0,0.6933,0,0.957,0.7772,0.7539,1.14,0.0,0.2466,0.0
WRK-01549,0.7716,77.06,1,0.9576,0,0.05,1.0,0.3283,57.07,6.1,0.9348,26.31
WRK-01550,0.7679,102.24,1,1.0,0,0.5536,1.0,0.5774,0.55,7.0,0.2737,21.98
WRK-01551,0.4816,153.91,1,1.0,0,0.1759,1.0,0.7151,0.41,4.0,0.3909,22.22
WRK-01552,0.3704,107.6,1,0.8425,1,0.5035,0.5191,0.6661,1.73,1.0,0.1652,20.65
WRK-01553,0.6681,97.6,0,0.8219,0,0.6892,0.1822,0.7439,0.28,1.0,0.0664,8.1
WRK-01554,0.731,126.52,1,1.0,0,0.2754,0.9378,0.8077,1.4,3.0,0.1662,21.19
WRK-01555,0.7145,79.58,0,0.9438,0,0.85,0.8619,0.8588,1.43,1.0,0.1168,8.57
WRK-01556,0.5633,36.52,0,0.7725,0,0.7401,0.403,0.4974,0.88,0.0,0.1896,2.15
WRK-01557,0.3162,26.23,0,0.6307,0,0.4392,0.7513,0.8326,4.46,1.0,0.1639,1.9
WRK-01558,0.5194,68.49,0,0.9643,0,0.3533,0.8666,0.8713,0.76,0.0,0.2041,8.66
WRK-01559,0.1294,29.35,0,0.4649,0,0.2933,0.9805,0.7818,0.69,2.0,0.0662,3.72
WRK-01560,0.4806,51.07,0,0.704,0,0.6619,0.4656,0.64,8.38,1.0,0.3353,0.0
WRK-01561,0.6856,65.16,0,0.9206,0,0.3861,0.769,0.4535,3.53,0.0,0.1381,6.45
WRK-01562,0.3593,74.48,0,1.0,0,0.5866,0.3351,0.0939,92.41,7.1,0.8659,19.62
WRK-01563,0.5307,23.35,0,0.8124,1,0.9877,0.8905,0.1878,45.22,5.2,0.9501,25.62
WRK-01564,0.3794,0.0,0,0.4682,0,0.5706,0.4329,0.7308,0.27,1.0,0.1614,2.87
WRK-01565,0.613,64.98,1,0.9131,0,0.6038,0.1669,0.9022,1.55,4.0,0.1484,6.87
WRK-01566,0.7629,105.45,1,0.9218,0,0.5536,0.4038,0.8258,2.59,7.0,0.2774,16.65
WRK-01567,0.4178,2.47,0,0.4753,0,0.7262,0.213,0.8528,0.66,0.0,0.2776,0.44
WRK-01568,0.6622,101.48,0,1.0,0,0.679,0.0893,0.652,1.32,5.0,0.17,6.21
WRK-01569,0.4438,26.58,0,0.5309,0,0.847,0.8286,0.9482,0.92,0.0,0.1871,3.11
WRK-01570,0.3813,18.51,0,0.518,0,0.6205,0.1065,0.691,1.8,0.0,0.2006,1.4
WRK-01571,0.9744,87.97,0,1.0,0,0.8461,0.647,0.7975,2.04,2.0,0.3936,8.77
WRK-01572,0.4921,91.62,0,1.0,0,0.4569,0.7163,0.7411,1.62,3.0,0.0529,12.38
WRK-01573,0.4156,50.67,0,0.7502,0,0.4114,0.6183,0.7315,1.93,0.0,0.3758,2.35
WRK-01574,0.3132,58.53,0,0.8223,1,0.748,0.255,0.5132,1.19,0.0,0.2607,7.0
WRK-01575,0.5065,18.29,0,0.6849,1,0.5418,0.5176,0.8208,3.39,1.0,0.0887,3.24
WRK-01576,0.5718,81.97,0,1.0,1,0.2268,1.0,0.7126,4.93,1.0,0.3828,9.12
WRK-01577,0.5432,132.9,1,1.0,0,0.05,1.0,0.6888,0.77,8.0,0.3591,16.58
WRK-01578,0.2774,57.16,0,0.745,0,0.5311,0.5592,0.6666,3.98,0.0,0.2023,3.03
WRK-01579,0.7226,102.7,1,1.0,0,0.159,1.0,0.1411,89.08,9.5,1.0,30.72
WRK-01580,0.7597,79.26,0,1.0,0,0.3219,0.965,0.0667,22.09,5.5,0.8105,20.1
WRK-01581,0.4834,66.52,0,1.0,0,0.0877,1.0,0.0515,53.08,7.2,0.6669,25.78
WRK-01582,0.5231,29.45,0,0.9876,0,0.6485,0.2078,0.0853,85.49,6.7,0.9994,26.63
WRK-01583,0.5013,85.89,0,0.9674,0,0.1236,1.0,0.1607,55.24,8.8,0.9882,21.58
WRK-01584,0.7162,68.78,0,0.8839,0,0.6952,0.3067,0.8394,1.65,0.0,0.2907,4.56
WRK-01585,0.4529,41.15,0,0.7927,0,0.8199,0.4724,0.9016,1.1,1.0,0.0163,4.25
WRK-01586,0.3375,69.18,0,1.0,0,0.6291,0.2098,0.7036,1.92,1.0,0.0459,4.98
WRK-01587,0.5408,56.14,0,0.8117,0,0.4768,0.4411,0.8097,1.09,0.0,0.1825,9.59
WRK-01588,0.7813,140.01,0,1.0,0,0.58,0.4004,0.8749,1.07,1.0,0.2245,13.39
WRK-01589,0.5406,74.26,0,0.9763,0,0.2642,0.983,0.7174,0.95,1.0,0.3427,3.99
WRK-01590,0.7667,99.71,1,1.0,1,0.5426,0.332,0.7728,0.39,2.0,0.1354,24.18
WRK-01591,0.4523,60.19,0,0.7195,0,0.363,0.7392,0.2511,22.21,5.3,0.679,22.78
WRK-01592,0.5217,76.18,0,1.0,0,0.2912,1.0,0.7657,2.22,2.0,0.0296,7.03
WRK-01593,0.7495,71.17,1,0.8632,0,0.05,1.0,0.9156,2.36,4.0,0.2373,21.04
WRK-01594,0.5745,158.93,1,1.0,1,0.7313,0.2913,0.8515,2.93,0.0,0.3311,23.28
WRK-01595,0.2799,46.32,1,0.6661,1,0.1706,1.0,0.7948,0.59,1.0,0.3605,12.98
WRK-01596,0.4911,50.21,0,0.9124,0,0.0671,1.0,0.6861,0.02,1.0,0.0346,7.46
WRK-01597,0.3896,48.37,0,0.6323,0,0.3665,1.0,0.4361,1.72,3.0,0.0879,0.0
WRK-01598,0.4311,42.53,0,0.6362,1,0.8795,0.7751,0.7346,0.93,2.0,0.2311,2.99
WRK-01599,0.476,49.73,0,0.6337,0,0.5588,0.3029,0.8183,1.01,0.0,0.0946,2.92
WRK-01600,0.4894,65.21,0,0.6798,0,0.9547,1.0,0.5729,0.21,0.0,0.0094,4.61
